Illness Name,Category
"Bacterial Meningitis, Chronic Bronchitis","0, 2"
"Bacterial Meningitis, Postural Deformity","0, 3"
"Bacterial Meningitis, Eating Disorder","0, 1"
"Catatonia, Muscular Dystrophy","1, 3"
"Catatonia, Dwarfism","1, 3"
"Catatonia, Pathological Gambling","1, 1"
"Catatonia, Traumatic Brain Injury","1, 3"
"Catatonia, Somatic Symptom Disorder","1, 1"
"Catatonia, Anorexia","1, 1"
"Catatonia, Polycystic Kidney Disease","1, 2"
"Catatonia, Hip Dysplasia","1, 3"
"Catatonia, Campylobacteriosis","1, 0"
"Catatonia, Schizophrenia","1, 1"
"Catatonia, Selective Mutism","1, 1"
"Catatonia, Microcephaly","1, 3"
"Catatonia, Psychotic Depression","1, 1"
"Catatonia, Giardiasis","1, 0"
"Catatonia, Mobility Impairment","1, 3"
"Catatonia, Tetanus","1, 0"
"Catatonia, Leptospirosis","1, 0"
"Catatonia, Substance Use Disorder","1, 1"
"Catatonia, Mood Disorder","1, 1"
"Catatonia, Spastic Diplegia","1, 3"
"Catatonia, Amyloidosis","1, 2"
"Catatonia, Paratyphoid Fever","1, 0"
"Catatonia, OCD","1, 1"
"Catatonia, Scoliosis","1, 3"
"Catatonia, Arthrogryposis","1, 3"
"Catatonia, Arthritis","1, 2"
"Catatonia, Claw Hand","1, 3"
"Catatonia, Sleep Disorder","1, 1"
"Catatonia, Polio","1, 3"
"Catatonia, Measles","1, 0"
"Catatonia, Hearing Loss","1, 3"
"Catatonia, Borderline Personality Disorder","1, 1"
"Catatonia, Short Stature","1, 3"
"Catatonia, Delirium","1, 1"
"Catatonia, Chikungunya","1, 0"
"Catatonia, PTSD","1, 1"
"Catatonia, Botulism","1, 0"
"Catatonia, Chickenpox","1, 0"
"Catatonia, Blindness","1, 3"
"Catatonia, Anxiety","1, 1"
"Catatonia, Strep Throat","1, 0"
"Catatonia, Trichotillomania","1, 1"
"Catatonia, ADHD","1, 1"
"Catatonia, Amputation","1, 3"
"Catatonia, Gout","1, 2"
"Catatonia, Zika Virus","1, 0"
"Catatonia, Chronic Kidney Disease","1, 2"
"Catatonia, Paraphilic Disorder","1, 1"
"Catatonia, Paralysis","1, 3"
"Catatonia, Thalassemia","1, 2"
"Catatonia, Torticollis","1, 3"
"Catatonia, Cerebral Palsy","1, 3"
"Catatonia, Listeriosis","1, 0"
"Catatonia, Paranoia","1, 1"
"Catatonia, E. coli Infection","1, 0"
"Catatonia, COPD","1, 2"
"Catatonia, Lupus","1, 2"
"Catatonia, Typhoid Fever","1, 0"
"Catatonia, Whooping Cough","1, 0"
"Catatonia, Hand Deformity","1, 3"
"Catatonia, Chronic Urticaria","1, 2"
"Catatonia, Food Poisoning","1, 0"
"Catatonia, Psychosis","1, 1"
"Catatonia, Myasthenia Gravis","1, 2"
"Catatonia, Peripheral Artery Disease","1, 2"
"Catatonia, Dengue Fever","1, 0"
"Catatonia, Coxa Vara","1, 3"
"Catatonia, Hepatitis C","1, 0"
"Catatonia, Asthma","1, 2"
"Catatonia, COVID-19","1, 0"
"Catatonia, Rheumatic Heart Disease","1, 2"
"Catatonia, Histrionic Personality Disorder","1, 1"
"Catatonia, Hepatitis B","1, 0"
"Catatonia, Thyroid Disease","1, 2"
"Catatonia, Hemiplegia","1, 3"
"Catatonia, Chronic Appendicitis","1, 2"
"Catatonia, Clubfoot","1, 3"
"Catatonia, Speech Impairment","1, 3"
"Catatonia, Fibromyalgia","1, 2"
"Catatonia, Ulcerative Colitis","1, 2"
"Catatonia, Osteogenesis Imperfecta","1, 3"
"Catatonia, Muscle Weakness","1, 3"
"Catatonia, Toxoplasmosis","1, 0"
"Catatonia, Psoriasis","1, 2"
"Catatonia, Narcissistic Personality Disorder","1, 1"
"Catatonia, Phobias","1, 1"
"Catatonia, Chronic Pancreatitis","1, 2"
"Catatonia, Chronic Migraine","1, 2"
"Catatonia, Cystic Fibrosis","1, 2"
"Catatonia, Seasonal Affective Disorder","1, 1"
"Catatonia, Frozen Shoulder","1, 3"
"Catatonia, Bipolar Disorder","1, 1"
"Catatonia, Chronic Fatigue Syndrome","1, 2"
"Catatonia, Quadriplegia","1, 3"
"Catatonia, Mania","1, 1"
"Catatonia, Monoplegia","1, 3"
"Catatonia, Mumps","1, 0"
"Catatonia, Ear Infection","1, 0"
"Catatonia, Diabetes","1, 2"
"Catatonia, Multiple Sclerosis","1, 3"
"Catatonia, Impulse Control Disorder","1, 1"
"Catatonia, Autism Spectrum Disorder","1, 1"
"Catatonia, Hyperactivity Disorder","1, 1"
"Catatonia, Sarcoidosis","1, 2"
"Catatonia, Drop Foot","1, 3"
"Catatonia, Scarlet Fever","1, 0"
"Catatonia, Tuberculosis","1, 0"
"Catatonia, Schizoaffective Disorder","1, 1"
"Catatonia, Common Cold","1, 0"
"Catatonia, Celiac Disease","1, 2"
"Catatonia, Bronchitis","1, 0"
"Catatonia, Emotional Dysregulation","1, 1"
"Catatonia, Chronic Bronchitis","1, 2"
"Catatonia, Postural Deformity","1, 3"
"Catatonia, Eating Disorder","1, 1"
"Muscular Dystrophy, Dwarfism","3, 3"
"Muscular Dystrophy, Pathological Gambling","3, 1"
"Muscular Dystrophy, Traumatic Brain Injury","3, 3"
"Muscular Dystrophy, Somatic Symptom Disorder","3, 1"
"Muscular Dystrophy, Anorexia","3, 1"
"Muscular Dystrophy, Polycystic Kidney Disease","3, 2"
"Muscular Dystrophy, Hip Dysplasia","3, 3"
"Muscular Dystrophy, Campylobacteriosis","3, 0"
"Muscular Dystrophy, Schizophrenia","3, 1"
"Muscular Dystrophy, Selective Mutism","3, 1"
"Muscular Dystrophy, Microcephaly","3, 3"
"Muscular Dystrophy, Psychotic Depression","3, 1"
"Muscular Dystrophy, Giardiasis","3, 0"
"Muscular Dystrophy, Mobility Impairment","3, 3"
"Muscular Dystrophy, Tetanus","3, 0"
"Muscular Dystrophy, Leptospirosis","3, 0"
"Muscular Dystrophy, Substance Use Disorder","3, 1"
"Muscular Dystrophy, Mood Disorder","3, 1"
"Muscular Dystrophy, Spastic Diplegia","3, 3"
"Muscular Dystrophy, Amyloidosis","3, 2"
"Muscular Dystrophy, Paratyphoid Fever","3, 0"
"Muscular Dystrophy, OCD","3, 1"
"Muscular Dystrophy, Scoliosis","3, 3"
"Muscular Dystrophy, Arthrogryposis","3, 3"
"Muscular Dystrophy, Arthritis","3, 2"
"Muscular Dystrophy, Claw Hand","3, 3"
"Muscular Dystrophy, Sleep Disorder","3, 1"
"Muscular Dystrophy, Polio","3, 3"
"Muscular Dystrophy, Measles","3, 0"
"Muscular Dystrophy, Hearing Loss","3, 3"
"Muscular Dystrophy, Borderline Personality Disorder","3, 1"
"Muscular Dystrophy, Short Stature","3, 3"
"Muscular Dystrophy, Delirium","3, 1"
"Muscular Dystrophy, Chikungunya","3, 0"
"Muscular Dystrophy, PTSD","3, 1"
"Muscular Dystrophy, Botulism","3, 0"
"Muscular Dystrophy, Chickenpox","3, 0"
"Muscular Dystrophy, Blindness","3, 3"
"Muscular Dystrophy, Anxiety","3, 1"
"Muscular Dystrophy, Strep Throat","3, 0"
"Muscular Dystrophy, Trichotillomania","3, 1"
"Muscular Dystrophy, ADHD","3, 1"
"Muscular Dystrophy, Amputation","3, 3"
"Muscular Dystrophy, Gout","3, 2"
"Muscular Dystrophy, Zika Virus","3, 0"
"Muscular Dystrophy, Chronic Kidney Disease","3, 2"
"Muscular Dystrophy, Paraphilic Disorder","3, 1"
"Muscular Dystrophy, Paralysis","3, 3"
"Muscular Dystrophy, Thalassemia","3, 2"
"Muscular Dystrophy, Torticollis","3, 3"
"Muscular Dystrophy, Cerebral Palsy","3, 3"
"Muscular Dystrophy, Listeriosis","3, 0"
"Muscular Dystrophy, Paranoia","3, 1"
"Muscular Dystrophy, E. coli Infection","3, 0"
"Muscular Dystrophy, COPD","3, 2"
"Muscular Dystrophy, Lupus","3, 2"
"Muscular Dystrophy, Typhoid Fever","3, 0"
"Muscular Dystrophy, Whooping Cough","3, 0"
"Muscular Dystrophy, Hand Deformity","3, 3"
"Muscular Dystrophy, Chronic Urticaria","3, 2"
"Muscular Dystrophy, Food Poisoning","3, 0"
"Muscular Dystrophy, Psychosis","3, 1"
"Muscular Dystrophy, Myasthenia Gravis","3, 2"
"Muscular Dystrophy, Peripheral Artery Disease","3, 2"
"Muscular Dystrophy, Dengue Fever","3, 0"
"Muscular Dystrophy, Coxa Vara","3, 3"
"Muscular Dystrophy, Hepatitis C","3, 0"
"Muscular Dystrophy, Asthma","3, 2"
"Muscular Dystrophy, COVID-19","3, 0"
"Muscular Dystrophy, Rheumatic Heart Disease","3, 2"
"Muscular Dystrophy, Histrionic Personality Disorder","3, 1"
"Muscular Dystrophy, Hepatitis B","3, 0"
"Muscular Dystrophy, Thyroid Disease","3, 2"
"Muscular Dystrophy, Hemiplegia","3, 3"
"Muscular Dystrophy, Chronic Appendicitis","3, 2"
"Muscular Dystrophy, Clubfoot","3, 3"
"Muscular Dystrophy, Speech Impairment","3, 3"
"Muscular Dystrophy, Fibromyalgia","3, 2"
"Muscular Dystrophy, Ulcerative Colitis","3, 2"
"Muscular Dystrophy, Osteogenesis Imperfecta","3, 3"
"Muscular Dystrophy, Muscle Weakness","3, 3"
"Muscular Dystrophy, Toxoplasmosis","3, 0"
"Muscular Dystrophy, Psoriasis","3, 2"
"Muscular Dystrophy, Narcissistic Personality Disorder","3, 1"
"Muscular Dystrophy, Phobias","3, 1"
"Muscular Dystrophy, Chronic Pancreatitis","3, 2"
"Muscular Dystrophy, Chronic Migraine","3, 2"
"Muscular Dystrophy, Cystic Fibrosis","3, 2"
"Muscular Dystrophy, Seasonal Affective Disorder","3, 1"
"Muscular Dystrophy, Frozen Shoulder","3, 3"
"Muscular Dystrophy, Bipolar Disorder","3, 1"
"Muscular Dystrophy, Chronic Fatigue Syndrome","3, 2"
"Muscular Dystrophy, Quadriplegia","3, 3"
"Muscular Dystrophy, Mania","3, 1"
"Muscular Dystrophy, Monoplegia","3, 3"
"Muscular Dystrophy, Mumps","3, 0"
"Muscular Dystrophy, Ear Infection","3, 0"
"Muscular Dystrophy, Diabetes","3, 2"
"Muscular Dystrophy, Multiple Sclerosis","3, 3"
"Muscular Dystrophy, Impulse Control Disorder","3, 1"
"Muscular Dystrophy, Autism Spectrum Disorder","3, 1"
"Muscular Dystrophy, Hyperactivity Disorder","3, 1"
"Muscular Dystrophy, Sarcoidosis","3, 2"
"Muscular Dystrophy, Drop Foot","3, 3"
"Muscular Dystrophy, Scarlet Fever","3, 0"
"Muscular Dystrophy, Tuberculosis","3, 0"
"Muscular Dystrophy, Schizoaffective Disorder","3, 1"
"Muscular Dystrophy, Common Cold","3, 0"
"Muscular Dystrophy, Celiac Disease","3, 2"
"Muscular Dystrophy, Bronchitis","3, 0"
"Muscular Dystrophy, Emotional Dysregulation","3, 1"
"Muscular Dystrophy, Chronic Bronchitis","3, 2"
"Muscular Dystrophy, Postural Deformity","3, 3"
"Muscular Dystrophy, Eating Disorder","3, 1"
"Dwarfism, Pathological Gambling","3, 1"
"Dwarfism, Traumatic Brain Injury","3, 3"
"Dwarfism, Somatic Symptom Disorder","3, 1"
"Dwarfism, Anorexia","3, 1"
"Dwarfism, Polycystic Kidney Disease","3, 2"
"Dwarfism, Hip Dysplasia","3, 3"
"Dwarfism, Campylobacteriosis","3, 0"
"Dwarfism, Schizophrenia","3, 1"
"Dwarfism, Selective Mutism","3, 1"
"Dwarfism, Microcephaly","3, 3"
"Dwarfism, Psychotic Depression","3, 1"
"Dwarfism, Giardiasis","3, 0"
"Dwarfism, Mobility Impairment","3, 3"
"Dwarfism, Tetanus","3, 0"
"Dwarfism, Leptospirosis","3, 0"
"Dwarfism, Substance Use Disorder","3, 1"
"Dwarfism, Mood Disorder","3, 1"
"Dwarfism, Spastic Diplegia","3, 3"
"Dwarfism, Amyloidosis","3, 2"
"Dwarfism, Paratyphoid Fever","3, 0"
"Dwarfism, OCD","3, 1"
"Dwarfism, Scoliosis","3, 3"
"Dwarfism, Arthrogryposis","3, 3"
"Dwarfism, Arthritis","3, 2"
"Dwarfism, Claw Hand","3, 3"
"Dwarfism, Sleep Disorder","3, 1"
"Dwarfism, Polio","3, 3"
"Dwarfism, Measles","3, 0"
"Dwarfism, Hearing Loss","3, 3"
"Dwarfism, Borderline Personality Disorder","3, 1"
"Dwarfism, Short Stature","3, 3"
"Dwarfism, Delirium","3, 1"
"Dwarfism, Chikungunya","3, 0"
"Dwarfism, PTSD","3, 1"
"Dwarfism, Botulism","3, 0"
"Dwarfism, Chickenpox","3, 0"
"Dwarfism, Blindness","3, 3"
"Dwarfism, Anxiety","3, 1"
"Dwarfism, Strep Throat","3, 0"
"Dwarfism, Trichotillomania","3, 1"
"Dwarfism, ADHD","3, 1"
"Dwarfism, Amputation","3, 3"
"Dwarfism, Gout","3, 2"
"Dwarfism, Zika Virus","3, 0"
"Dwarfism, Chronic Kidney Disease","3, 2"
"Dwarfism, Paraphilic Disorder","3, 1"
"Dwarfism, Paralysis","3, 3"
"Dwarfism, Thalassemia","3, 2"
"Dwarfism, Torticollis","3, 3"
"Dwarfism, Cerebral Palsy","3, 3"
"Dwarfism, Listeriosis","3, 0"
"Dwarfism, Paranoia","3, 1"
"Dwarfism, E. coli Infection","3, 0"
"Dwarfism, COPD","3, 2"
"Dwarfism, Lupus","3, 2"
"Dwarfism, Typhoid Fever","3, 0"
"Dwarfism, Whooping Cough","3, 0"
"Dwarfism, Hand Deformity","3, 3"
"Dwarfism, Chronic Urticaria","3, 2"
"Dwarfism, Food Poisoning","3, 0"
"Dwarfism, Psychosis","3, 1"
"Dwarfism, Myasthenia Gravis","3, 2"
"Dwarfism, Peripheral Artery Disease","3, 2"
"Dwarfism, Dengue Fever","3, 0"
"Dwarfism, Coxa Vara","3, 3"
"Dwarfism, Hepatitis C","3, 0"
"Dwarfism, Asthma","3, 2"
"Dwarfism, COVID-19","3, 0"
"Dwarfism, Rheumatic Heart Disease","3, 2"
"Dwarfism, Histrionic Personality Disorder","3, 1"
"Dwarfism, Hepatitis B","3, 0"
"Dwarfism, Thyroid Disease","3, 2"
"Dwarfism, Hemiplegia","3, 3"
"Dwarfism, Chronic Appendicitis","3, 2"
"Dwarfism, Clubfoot","3, 3"
"Dwarfism, Speech Impairment","3, 3"
"Dwarfism, Fibromyalgia","3, 2"
"Dwarfism, Ulcerative Colitis","3, 2"
"Dwarfism, Osteogenesis Imperfecta","3, 3"
"Dwarfism, Muscle Weakness","3, 3"
"Dwarfism, Toxoplasmosis","3, 0"
"Dwarfism, Psoriasis","3, 2"
"Dwarfism, Narcissistic Personality Disorder","3, 1"
"Dwarfism, Phobias","3, 1"
"Dwarfism, Chronic Pancreatitis","3, 2"
"Dwarfism, Chronic Migraine","3, 2"
"Dwarfism, Cystic Fibrosis","3, 2"
"Dwarfism, Seasonal Affective Disorder","3, 1"
"Dwarfism, Frozen Shoulder","3, 3"
"Dwarfism, Bipolar Disorder","3, 1"
"Dwarfism, Chronic Fatigue Syndrome","3, 2"
"Dwarfism, Quadriplegia","3, 3"
"Dwarfism, Mania","3, 1"
"Dwarfism, Monoplegia","3, 3"
"Dwarfism, Mumps","3, 0"
"Dwarfism, Ear Infection","3, 0"
"Dwarfism, Diabetes","3, 2"
"Dwarfism, Multiple Sclerosis","3, 3"
"Dwarfism, Impulse Control Disorder","3, 1"
"Dwarfism, Autism Spectrum Disorder","3, 1"
"Dwarfism, Hyperactivity Disorder","3, 1"
"Dwarfism, Sarcoidosis","3, 2"
"Dwarfism, Drop Foot","3, 3"
"Dwarfism, Scarlet Fever","3, 0"
"Dwarfism, Tuberculosis","3, 0"
"Dwarfism, Schizoaffective Disorder","3, 1"
"Dwarfism, Common Cold","3, 0"
"Dwarfism, Celiac Disease","3, 2"
"Dwarfism, Bronchitis","3, 0"
"Dwarfism, Emotional Dysregulation","3, 1"
"Dwarfism, Chronic Bronchitis","3, 2"
"Dwarfism, Postural Deformity","3, 3"
"Dwarfism, Eating Disorder","3, 1"
"Pathological Gambling, Traumatic Brain Injury","1, 3"
"Pathological Gambling, Somatic Symptom Disorder","1, 1"
"Pathological Gambling, Anorexia","1, 1"
"Pathological Gambling, Polycystic Kidney Disease","1, 2"
"Pathological Gambling, Hip Dysplasia","1, 3"
"Pathological Gambling, Campylobacteriosis","1, 0"
"Pathological Gambling, Schizophrenia","1, 1"
"Pathological Gambling, Selective Mutism","1, 1"
"Pathological Gambling, Microcephaly","1, 3"
"Pathological Gambling, Psychotic Depression","1, 1"
"Pathological Gambling, Giardiasis","1, 0"
"Pathological Gambling, Mobility Impairment","1, 3"
"Pathological Gambling, Tetanus","1, 0"
"Pathological Gambling, Leptospirosis","1, 0"
"Pathological Gambling, Substance Use Disorder","1, 1"
"Pathological Gambling, Mood Disorder","1, 1"
"Pathological Gambling, Spastic Diplegia","1, 3"
"Pathological Gambling, Amyloidosis","1, 2"
"Pathological Gambling, Paratyphoid Fever","1, 0"
"Pathological Gambling, OCD","1, 1"
"Pathological Gambling, Scoliosis","1, 3"
"Pathological Gambling, Arthrogryposis","1, 3"
"Pathological Gambling, Arthritis","1, 2"
"Pathological Gambling, Claw Hand","1, 3"
"Pathological Gambling, Sleep Disorder","1, 1"
"Pathological Gambling, Polio","1, 3"
"Pathological Gambling, Measles","1, 0"
"Pathological Gambling, Hearing Loss","1, 3"
"Pathological Gambling, Borderline Personality Disorder","1, 1"
"Pathological Gambling, Short Stature","1, 3"
"Pathological Gambling, Delirium","1, 1"
"Pathological Gambling, Chikungunya","1, 0"
"Pathological Gambling, PTSD","1, 1"
"Pathological Gambling, Botulism","1, 0"
"Pathological Gambling, Chickenpox","1, 0"
"Pathological Gambling, Blindness","1, 3"
"Pathological Gambling, Anxiety","1, 1"
"Pathological Gambling, Strep Throat","1, 0"
"Pathological Gambling, Trichotillomania","1, 1"
"Pathological Gambling, ADHD","1, 1"
"Pathological Gambling, Amputation","1, 3"
"Pathological Gambling, Gout","1, 2"
"Pathological Gambling, Zika Virus","1, 0"
"Pathological Gambling, Chronic Kidney Disease","1, 2"
"Pathological Gambling, Paraphilic Disorder","1, 1"
"Pathological Gambling, Paralysis","1, 3"
"Pathological Gambling, Thalassemia","1, 2"
"Pathological Gambling, Torticollis","1, 3"
"Pathological Gambling, Cerebral Palsy","1, 3"
"Pathological Gambling, Listeriosis","1, 0"
"Pathological Gambling, Paranoia","1, 1"
"Pathological Gambling, E. coli Infection","1, 0"
"Pathological Gambling, COPD","1, 2"
"Pathological Gambling, Lupus","1, 2"
"Pathological Gambling, Typhoid Fever","1, 0"
"Pathological Gambling, Whooping Cough","1, 0"
"Pathological Gambling, Hand Deformity","1, 3"
"Pathological Gambling, Chronic Urticaria","1, 2"
"Pathological Gambling, Food Poisoning","1, 0"
"Pathological Gambling, Psychosis","1, 1"
"Pathological Gambling, Myasthenia Gravis","1, 2"
"Pathological Gambling, Peripheral Artery Disease","1, 2"
"Pathological Gambling, Dengue Fever","1, 0"
"Pathological Gambling, Coxa Vara","1, 3"
"Pathological Gambling, Hepatitis C","1, 0"
"Pathological Gambling, Asthma","1, 2"
"Pathological Gambling, COVID-19","1, 0"
"Pathological Gambling, Rheumatic Heart Disease","1, 2"
"Pathological Gambling, Histrionic Personality Disorder","1, 1"
"Pathological Gambling, Hepatitis B","1, 0"
"Pathological Gambling, Thyroid Disease","1, 2"
"Pathological Gambling, Hemiplegia","1, 3"
"Pathological Gambling, Chronic Appendicitis","1, 2"
"Pathological Gambling, Clubfoot","1, 3"
"Pathological Gambling, Speech Impairment","1, 3"
"Pathological Gambling, Fibromyalgia","1, 2"
"Pathological Gambling, Ulcerative Colitis","1, 2"
"Pathological Gambling, Osteogenesis Imperfecta","1, 3"
"Pathological Gambling, Muscle Weakness","1, 3"
"Pathological Gambling, Toxoplasmosis","1, 0"
"Pathological Gambling, Psoriasis","1, 2"
"Pathological Gambling, Narcissistic Personality Disorder","1, 1"
"Pathological Gambling, Phobias","1, 1"
"Pathological Gambling, Chronic Pancreatitis","1, 2"
"Pathological Gambling, Chronic Migraine","1, 2"
"Pathological Gambling, Cystic Fibrosis","1, 2"
"Pathological Gambling, Seasonal Affective Disorder","1, 1"
"Pathological Gambling, Frozen Shoulder","1, 3"
"Pathological Gambling, Bipolar Disorder","1, 1"
"Pathological Gambling, Chronic Fatigue Syndrome","1, 2"
"Pathological Gambling, Quadriplegia","1, 3"
"Pathological Gambling, Mania","1, 1"
"Pathological Gambling, Monoplegia","1, 3"
"Pathological Gambling, Mumps","1, 0"
"Pathological Gambling, Ear Infection","1, 0"
"Pathological Gambling, Diabetes","1, 2"
"Pathological Gambling, Multiple Sclerosis","1, 3"
"Pathological Gambling, Impulse Control Disorder","1, 1"
"Pathological Gambling, Autism Spectrum Disorder","1, 1"
"Pathological Gambling, Hyperactivity Disorder","1, 1"
"Pathological Gambling, Sarcoidosis","1, 2"
"Pathological Gambling, Drop Foot","1, 3"
"Pathological Gambling, Scarlet Fever","1, 0"
"Pathological Gambling, Tuberculosis","1, 0"
"Pathological Gambling, Schizoaffective Disorder","1, 1"
"Pathological Gambling, Common Cold","1, 0"
"Pathological Gambling, Celiac Disease","1, 2"
"Pathological Gambling, Bronchitis","1, 0"
"Pathological Gambling, Emotional Dysregulation","1, 1"
"Pathological Gambling, Chronic Bronchitis","1, 2"
"Pathological Gambling, Postural Deformity","1, 3"
"Pathological Gambling, Eating Disorder","1, 1"
"Traumatic Brain Injury, Somatic Symptom Disorder","3, 1"
"Traumatic Brain Injury, Anorexia","3, 1"
"Traumatic Brain Injury, Polycystic Kidney Disease","3, 2"
"Traumatic Brain Injury, Hip Dysplasia","3, 3"
"Traumatic Brain Injury, Campylobacteriosis","3, 0"
"Traumatic Brain Injury, Schizophrenia","3, 1"
"Traumatic Brain Injury, Selective Mutism","3, 1"
"Traumatic Brain Injury, Microcephaly","3, 3"
"Traumatic Brain Injury, Psychotic Depression","3, 1"
"Traumatic Brain Injury, Giardiasis","3, 0"
"Traumatic Brain Injury, Mobility Impairment","3, 3"
"Traumatic Brain Injury, Tetanus","3, 0"
"Traumatic Brain Injury, Leptospirosis","3, 0"
"Traumatic Brain Injury, Substance Use Disorder","3, 1"
"Traumatic Brain Injury, Mood Disorder","3, 1"
"Traumatic Brain Injury, Spastic Diplegia","3, 3"
"Traumatic Brain Injury, Amyloidosis","3, 2"
"Traumatic Brain Injury, Paratyphoid Fever","3, 0"
"Traumatic Brain Injury, OCD","3, 1"
"Traumatic Brain Injury, Scoliosis","3, 3"
"Traumatic Brain Injury, Arthrogryposis","3, 3"
"Traumatic Brain Injury, Arthritis","3, 2"
"Traumatic Brain Injury, Claw Hand","3, 3"
"Traumatic Brain Injury, Sleep Disorder","3, 1"
"Traumatic Brain Injury, Polio","3, 3"
"Traumatic Brain Injury, Measles","3, 0"
"Traumatic Brain Injury, Hearing Loss","3, 3"
"Traumatic Brain Injury, Borderline Personality Disorder","3, 1"
"Traumatic Brain Injury, Short Stature","3, 3"
"Traumatic Brain Injury, Delirium","3, 1"
"Traumatic Brain Injury, Chikungunya","3, 0"
"Traumatic Brain Injury, PTSD","3, 1"
"Traumatic Brain Injury, Botulism","3, 0"
"Traumatic Brain Injury, Chickenpox","3, 0"
"Traumatic Brain Injury, Blindness","3, 3"
"Traumatic Brain Injury, Anxiety","3, 1"
"Traumatic Brain Injury, Strep Throat","3, 0"
"Traumatic Brain Injury, Trichotillomania","3, 1"
"Traumatic Brain Injury, ADHD","3, 1"
"Traumatic Brain Injury, Amputation","3, 3"
"Traumatic Brain Injury, Gout","3, 2"
"Traumatic Brain Injury, Zika Virus","3, 0"
"Traumatic Brain Injury, Chronic Kidney Disease","3, 2"
"Traumatic Brain Injury, Paraphilic Disorder","3, 1"
"Traumatic Brain Injury, Paralysis","3, 3"
"Traumatic Brain Injury, Thalassemia","3, 2"
"Traumatic Brain Injury, Torticollis","3, 3"
